idx,item_nm
5589,Шестерня 540 об/мин (50 зубьев) Jinma
5158,Подшипник 106 (180106/6006 2RS)
4135,"Хомут червячный (металлический, винтовой) (12-20)"
1754,Винт
1799,Ступица
2507,"Втулка Jinma (h=30, Dнар=32, Dвнутр=27)"
312,"Вкладыши коренные 4L22BT - комплект на дизель (0,0)"
4669,Шайба регулировочная
4713,ТНВД на двигатель 4B2-75M22
5135,Ремень клиновой
2981,Пружина кручения декомпрессионного механизма TY290/295
293,Помпа водяная - насос водяной в сборе КМ385BT/LL380BT (под 1 ремень)
626,"Труба медная (с) - штанга 12,00 мм х 1,00мм х 5м"
386,Припой L-Ag2P (2%)
1368,Рукав гидравлический Morris
6039,Отвал универсальный механический (Беларус 1523)
6988,Вал редуктора пресс-подборщика YK0850/ YK0870 (6 шлицов)
3339,Уплотнение вала
6074,"Ось коромысел в сборе TY2100IT, TY295IT (JD295/290)"
4109,Распылитель IDK 120 C (120-03 C)
1475,Штуцер гидравлики М18/М27
1987,Заглубитель почвофрезы 1GQN-180/220
932,Решето
4086,Штифт
2738,Лампа
3016,Подшипник GE45ES 45*68*32*25
976,"Режущий аппарат для КС-2,1 A00XL"
2390,Пластина-913105
5514,"Пресс-фитинг с фланцем 50,8 мм"
1592,Клапан предохранительный
5131,Сальник 35х55х12 (Первичного вала Jinma)
2713,Фильтр топливный
2585,Болт
4216,Стартер AGCO 
4156,Нож косилки Y большой
1330,"Штуцер прямой для барашковой гайки (G 1 1/2"" - 40 мм)"
4421,Комплект поршневых колец на двигатель YTO 4108
4159,Рукав гидравлический
1881,Фильтр топливный
1453,Мембрана D для Imovilli Pompe (резина) (D-174)
4232,Рукав гидравлический
415,Гидробак (Гидравлический бак) с гильзой вместо блока масляного цилиндра с гидрораспред. Уралец
552,Мембрана AR для Annovi Reverberi (Резина)
3368,Шестерня промежуточная привода масляного насоса JD295 (TY295IT)
6285,"Указатель давления масла, механический"
4518,Шайба регулировочная
2632,Реле РКТ-3
5372,Вентилятор тангенциальный  R (180х60) (правый)
3106,Шайба
1215,Шина
2369,Вал карданный переднего моста Jinma без ГУР (L=657 мм)
1671,"Поршень S195 (D=94,4 мм) под тупую форсунку"
5617,Кольцо уплотнительное KUHN
665,Топливный фильтр WCX - 626 CX1011A
1619,Крышка
4265,Насос мембранно-поршневой AR 250 bp C/C
679,Шестерня вала привода полуоси Z=40 Т25 (2017)
4321,Штуцер угловой под вилочное соединение F (T7 - 50 мм)
5815,"Винт 6-г.г. 3/8x1/2 UNC 8,8оц"
4003,Пружина
6860,Распорка
2679,Вкладыши упорные верхнее и нижнее полукольцо LL380BT(компл. 2 шт)
3802,Фильтрующий элемент d38x125 мм (80 меш желтый)
3672,Кронштейн
5470,Колпачки маслосъемные (комплект) SD4BW45
2255,Уплотнение резиновое
6024,Колено 90° AG/AG 2&quot;
4520,Штуцер прямой под вилочное соединение F (T6 - 32мм)
7241,Палец крепежный 21х84
687,Манометр R-22/407/410 (80мм) BCOH-N
5501,"Фильтр топливный грубой очистки, Отстойник Кетмен/Catmann T18"
3979,"Болт М20х100 для навески фрезы (с гайкой М20, гровером М20+ труба ДУ20 32мм)"
6579,Шланг
4399,Винт M8-30
5677,Цепь
888,Вилка включения задней передачи (4-х ступ. коробка передач)
5215,Труба
240,Ступица
4282,Труба K-Flex ST 13х54 (2м)
2401,Пружина WK300
4639,Болт с гайкой M12X60
6904,Головка блока цилиндров 4DW91-45 (в сборе)
815,Палец
4439,Свеча накала 12V-90 для TY290/TY295
348,ZS1115 Блок двигателя
3808,Вентиль проколка СH(FC)-337
5826,Шланг гидравл. EN853-1SN-DN16
6522,Распылитель ID3 120 (120-03)
5465,Бодилифт 75 мм
5473,Вал карданный КО 015-4250010 
4326,Шланг
6180,Стекло фронтальное левое кабинное DF-244/304/354/404 (Простое)
6156,Планка D14-64
4468,Шланг гидравлический
253,Кольцо уплотнительное 87х99х6
75,Масляный фильтр WJX9302 WELIDA
5926,Рег.в. вн.6-г. M6x8 в.с. A2
5462,Болт - .75 X 8.5&quot; HEX UNC
3880,Гидрораспределитель 2Р40-1A1K16 GKZ1 (Болгария) с плавающим режимом
74,Пружина
3110,"Болт штуцерный М16х1,5 (Для гидробаков старого образца)"
3224,"Заклепки, упак.0,5 кг, 6x15"
1882,Вентилятор тангенциальный  L (180х60) (левый)
1899,Втулка маховика медная DL/ DLH
5266,Сальник 40х55х8
1828,Воздушный фильтр oválný 1 x 795066
5587,Шланг гидравлический 10x600
3288,Палец
2084,Крышка ступицы
3939,Кольцо OR
1759,Камера 9.50&quot; - 24.00&quot;
48,Башмак
4823,Двигатель 407 ECO
1200,SF138-2 Крыльчатка помпы
710,Кольцо упорное шестерни заднего хода
369,Пресс-фитинг DN08 M18 DKOL 90°
2892,Рукав гидравлический
1952,"Штуцер прямой для барашковой гайки (G 1"" - 13 мм)"
121,Рукав гидравлический
1675,Коробка отбора мощности 85.4509-4202010-10 
2788,"Ключ с внутренним многогранником 3/4&quot; GRENE, 27 мм"
5773,"Винт M16x1,5x50xb22 10,9"
6340,Клапан D для Imovilli Pompe (D-133)
4585,Подшипник
2628,Фильтрующий элемент d78x167 мм (50 меш синий)
4212,Колодки тормозные овал ZL40.12.4-4/75700432A-1
5971,Отвал 3 TS46 LI 988 мм
100,Зуб 80X10
6358,Кольцо стопорное внутреннее D=55 мм. (Кольцо упорное 55)
3446,Коллектор впускной TY290/295
1131,Комплект прокладок двигателя S1100 (без прокладки ГБЦ)
4081,Шестерня промежуточная TY290/295
5623,Кольцо упорное к МИМ-300
7220,Распылитель FS (015)
527,Форсунки ZHAZG1
6464,Палец
3303,Шатун в сборе ZN390/490
1543,Хомут 58
3631,Ступица переднего колеса Уралец 224
3283,Ось
5218,Шнек
3987,Лапа культиватора стрельчатая  со стойкой
2740,Фильтр масляный для воздушного компрессора РВК 22/37/45 4015 (3704015 / 3704017)
4589,"Плита 12x275x320 1xD45,1 2xD2"
2551,ZS1100 Коленвал
4798,Цилиндр D = 70
4871,Фильтр воздушный
2739,Кольцо КАМАЗ уплотнительное головки блока 
1244,Топливопровод от фильтра к свече накала в коллектор  КМ385BT/LL380BT
4714,Винт
6117,Зуб пружинный на культиватор КЗШ-02.603
4920,Гайка шестигранная 3/4&quot;
6589,"Муфта (G 2"")"
7182,Фильтр воздушный KW2139 Weichai Deutz TD226/WP6 13023273
1573,Пыльник
1630,Сцепление 3-ручейковое в сборе
3356,Подшипник 32011(2007111) роликовый
6360,Прокладка ГБЦ YN38
3431,Дифференциал переднего моста (11/35 зуб)  Уралец 224 / Xingtai 224
562,Воздушный фильтр К701/700 прямоугольный
250,Штифт распорный 5x20
1597,Защита намотки
3286,Указатель температуры Jinma
5319,Цепи противоскольжения для минитрактора
2241,Гайка
5419,"Шестерня коническая (12 зубьев, 13 шлицов) пресс-подборщик YK0850/YK0870"
1717,Диск
1142,Кольцо уплотнительное
3809,Ремень AV13x1385LA Weichai Deutz TD226/WP6 13032792
2552,Шестерня левой полуоси коническая (24 зуба) Уралец/Синтай
16,DF240-244 Диск сцепления
6145,Подшипник выжимной 688908K DongFeng 244
4169,"Кольцо PS 0,3 KUHN"
6177,Штуцер прямой под вилочное соединение F (T7 - 52мм)
3180,Масляный насос 4RMAZG
4735,"Термостат К-59 ранко 2,5 (L1275)"
712,Скоба П-образная (Стремянка) Почвофрезы 1GQN 120/140/150/160
1237,"R180 Поршневой комплект (поршень, палец, кольца)"
333,Подшипник
6818,Муфта 1/2 х 3/8 (12х10мм)
4122,Корпус форсунки красный
2389,Патрубок для подключения шланга прямое 30 мм насадка
3964,"Фитинг корпуса распылителя (Tecomec) (8294014 1/2""-13)"
4749,"Крыло отвала Unia, правое VIS 222"
4051,Воздушный фильтр
3345,Роликовая цепь
6194,"Штуцер прямой для барашковой гайки (G 1 1/2"" - 30 мм)"
387,"Гайка барашковая (G 1 1/2"")"
7162,Рукоятка Stoll
5427,Тарелка пружины клапана 3M78
719,Бак масла гидравлики (2 выхода вниз)
7011,Вкладыш корпуса подшипника
3513,Топливные трубки (комплект) 4RMAZG/ZY4
6173,Суппорт тормозной (большой)
622,Муфта 5/8 х 3/8 (15х10мм) переход. 2-х раструбная
2081,Отвал бульдозерный гидроповоротный к ХТЗ 150К
4579,Топливопровод от помпы подкачки к фильтру КМ385BT/LL380BT
449,Клапан D для Imovilli Pompe (D-163 и D-203)
3646,Кабель
4999,Камера 6.50&quot; - 16.00&quot;
4403,R180 Гильза цилиндра
1594,Палец мотовила Deutz-Fahr
1862,Штуцер прямой под вилочное соединение M (T6 - 25 мм)
6089,Уплотнение
6213,Болт M6 x 10 8.8 оцинкованный
4381,Ремень WEICHAI WD10 10PK1334 612600061349
505,Шланг
1257,Штифт
3449,Шестерня 1 передачи выходного вала DongFeng 244
3495,Кольцо упорное Jinma-164
669,Подшипник
5865,Вал дифференциала мотоблока L=161 мм
2688,"Кольцо уплотнительное 13х2,65"
3847,Подшипник
4430,Валик вилки дополнительной передачи Уралец/Синтай
5611,Роторное лезвие пр. JF
6359,Комплект прокладок двигателя JD2100 (без прокладки ГБЦ)
1447,Болт 11/8X7
3237,Звёздочка
4454,Шайба
4775,Винт с шестигранным гнездом
4496,Диск сцепления ведущий
2178,Тяга навески (Кронштейн крепления к Почвофрезе 1GQN-100) (компл. 2 шт.)
3835,"Наконечник поворотный резьба внутренняя М16/М10, D-12 мм. левый"
1878,R190-R195 Крышка коленвала
6622,Муфта (15х10)мм переход. 2-х раструбная
255,Фильтр грубой очистки WEICHAI WD10 612600081335
1941,Пластина крепления
5675,Диск
1234,Распылитель FD (10)
5346,Помпа ручной подкачки топлива SC9D220 SP/KF2205.5-305A1407H3909
2227,R180 Рукоятка запуска двигателя
730,"Кран 2-х ходовой (G 1"")"
6746,"Штуцер прямой с наружной резьбой (G 2"" - 60 мм)"
5659,Прокладка (372200-10)
786,Зажим
5253,Чистик правый
3667,Палец
4494,Шестерня конечной передачи ведомая (46 зубьев)  Уралец/Синтай
4349,Распылитель IDK 120 C (120-06 C)
4405,Подшипник 6207N (50207)
392,ZS1100 Комплект прокладок двигателя
744,Штифт 35х22
2307,Отвал бульдозерный гидроповоротный к «Кировцу» К-424 (быстросъемный)
2012,"Прокладка для штуцеров с уплотнительными кольцами (G 3/4"")"
6105,Реле
5112,Набор прокладок для CSH75 (372833-01)
2988,Колодка тормозная Уралец 160-224/Синтай 160-220 (компл. 2 шт)
2542,Гайка самостопорящаяся
4123,Палец 40*170
6560,Вилка 2 передачи DongFeng 244
782,ZS1100-ZS1115 Рукоятка запуска двигателя
1761,Дефлектор
3018,Кран шаровой 3-ходовой G2
5240,Ремкомплект двигателя YTO
1803,Термостат JD (TY295IT); TY395 IT (B65A5)
4469,Комплект клапанов ZHAZG1
5086,Втулка
745,Лопатка разбрасывающая OS 300
965,"Ключ имбусовый шестигранный GRENE, 5 мм"
5823,Пружина натяжная
3285,"Ступица переднего колеса Уралец / Xingtai -180/220, раздвижная колея"
143,Фильтр New Holland
4819,Шестерня левой полуоси (15 зубьев) Уралец/Синтай
3574,Барабан
1733,Указатель температуры охлаждающей жидкости и масла цифровой
4476,Фильтр воздушный кар. 2/3 Р822858 трактора ТИМ
4070,Суппорт
6229,Держатель
5275,Корпус подшипника
0,"Штуцер угловой с наружной резьбой (G 1/2"" - 20 мм)"
1631,Болт М8х30 +гайка М8 самоконтр. (закаленные) пресс-подборщик YK0850/YK0870
5591,ТНВД на двигатель 4B2-52M22
2003,Труба K-Flex ST 9х28
4353,Патрон гидравлический
4285,Шайба
604,"Вкладыши коренные TY295IT (JD) - комплект на дизель (0,0) для коренной шейки D=75 мм"
1837,Винт с 6-г.г. M16x50 в.с. A2
4959,Шнек (1120 мм)
5229,Корпус редуктора почвофрезы большой 1GQN-180/200/220
2858,ZS1100-ZS1115 Крышка заливной горловины масла
239,Компрессор
498,"Форсунка-распылитель TR-80-01, -015, -0067"
6724,Труба Т-Flex A/C C-28
5756,болт M30x120 8.8 Чёрный
5061,Гидромешалка с распылителем в сборе со штуцером d13 (3.0)
7254,Уплотн. вала 25x62x10
4650,Пружина 5 витков пресс-подборщика YK0850/YK0870
4459,Коллектор впускной KM385ВТ (Воздушный фильтр крепится сбоку на 2 болта) JM без кабины
2799,Шайба прорезиненная внутренний диаметр 20
6628,Гидрораспределитель 3Р40-1A1A1A1 GKZ1 (Болгария)
3923,Вентиль для замены золотников TLVC410 для R410a
5866,"Подшипник выжимной 360111 Jinma 184, 204, 244, 254 (2-х дисковое сцепление)"
407,Фильтр гидравлики элемент Jinma 804
1070,Прессовая втулка HST-DN08
1903,Фильтр 326 напорный фланцевый для серии 873 (50 меш (синий) с клапаном)
5821,Топливный фильтр CX0708 JIEZHILV
3996,Камера 7.50-20
3530,Подшипник
1708,Шайба -.062 x 1.03 id x1.75
2577,Болт
2633,"Штуцер угловой с наружной резьбой (G 1 1/2"" - 40 мм)"
5005,Труба
2153,Цепь роликовая
3957,Шланг всасывающий (35 мм)
534,Болт шестигранный 3/4&quot;
3927,Фильтр
3347,"Кольцо круглого сечения 13,10 x 2,62 EPDM"
1449,Колпачок форсунки
4248,"Кольцо уплотнительное 18х2,65"
7122,Шестерня конечной передачи ведомая (54 зуба)  Уралец/Синтай
2416,Сальник 50х72х8
4226,Вал подъемный шлицевой Уралец/Синтай
4182,Выключатель массы дистанционный  
3648,Опорная втулка
5572,Кольцо уплотнительное круглого сечения 30-2
1144,"Болт М14х1.5х40 вала карданного ""КАМАЗ"" в сборе "
561,Штуцер угловой под вилочное соединение M (T5 - 30 мм)
3736,Поршень в сборе
3697,"Штуцер прямой с наружной резьбой (G 1 1/4"" - 40 мм)"
5837,"ZS1115 Клапан впускной, выпускной"
3100,"Вал карданный 6х8, 710-980мм, 210Нм"
6995,Втулка
4921,Гайка
6654,Вал ведущий (2-х дисковое сцепление) Jinma 244
1508,Зуб
433,"Насос шестеренчатый НШ левый CBJ-F314 (шлицевой привод, с площадкой, выходы под углом 180°)"
2136,Редуктор почвофрезы в сборе 1GQN-180 (сухой)
4711,Кронштейн
3313,Шланг гидравлический
1511,"К.круг.с. 19,20 x 3 Viton"
2483,Муфта
831,UY206-2S подшипник шариковый самоустанавливающийся
1778,Звездочка
4112,"Вентиль для кондиционера СН-604-08 1/2"""
940,Комплект прокладок двигателя TY290/295 (без прокладки ГБЦ)
3379,Звено
5116,Фильтр масляный в сборе DLH Уралец/Синтай/Xingtai
5653,Зуб
4571,Корпус муфты KB61/20 1.3/8 M 8 R48
5810,Комплект NH
3978,"Кран 2-х ходовой (G 2"")"
5583,Отвал бульдозерный (со сменными ножами) (Беларус 1523)
495,Кольцо стопорное
4581,Звено
3105,Вкладыши шатунные Weichai Deutz TD226/WP6 13068736/13068737/12273939/13024279
2967,Клапан выпускной KM385 ВТ
3077,Коллектор выпускной KM358ВТ/LL380ВТ
6674,"Поршень TY295IT (JD295) (D=94,4 мм)"
6691,"Шайба 10.0х14.0х1.5 КАМАЗ,ЯМЗ медная (плоская) "
85,"Нож косилки Y для FL 125, FL 145, EF, BCRL, ATV, H22"
3159,Уплотнительное кольцо
2189,Шланг заправочный Becool (240 см) F1/4 SAE
40,Подшипник 17X47X14
222,Цилиндр гидравлический
4570,Датчик температуры Уралец
1764,Подшипник
3210,"Турбина J90S-2 WEICHAI WD10/WD615, 612601111005 / 61561110227"
488,Тройник UT-08 1/2х1/2х1/2 (резьба)
4742,"Болт M12X1,75X40 10.9"
6154,"Наконечник поворотный резьба наружняя М16/М12, D-16 мм. Поперечной тяги Jinma с ГУР левый"
6923,Карданный шарнир
1461,Гидроцилиндр 50*1040 мм
3811,Зубчатое колесо
2016,Комплект клапанов (впускной выпускной) для головки блока цилиндров  КМ385 BT
6271,Лемех левый FL35D
236,Ремень клиновой NH
2299,Фильтр всасывающий 317 с резьбовым соединением (32 меш (красный) с клапаном)
2844,Рукоятка зуба правая
3677,"Ключ шарнирный Grene, 1/2&quot; - 9/16&quot;"
5317,Цилиндр
1046,Кольцо уплотнительное
7098,Палец D9 B/83
5150,"Крышка масляного фильтра КМ385BT резьба 20х1,5"
2291,Стопорное кольцо для
1428,Держатель JF
2636,Переключатель
4923,"Вилы сельскохозяйственные универсальные (с ковшом, с прижимом)"
5203,"Штуцер угловой с наружной резьбой (G 1/2"" - 15 мм)"
2904,"Болт креп/ножа + гайка, d 30/120 мм"
3607,Винт M16x30
2581,Вентилятор осевой GRAF4Е-315S
7,"Лапа стрельчатая BELLOTA 1547 S C2A, 195мм "
6716,Винт M10x40
6007,Палец
629,R180 Шестерня запускающего вала ведущая Z=15
2134,Кольцо стопорное
2139,AP1003351 Ремень Optibelt Agropower VB
3668,Клиновой ремень SPA 13x857 Optibelt
6190,Ось коромысел в сборе YCD4R11G-68
6456,"Кольцо уплотнительное 9х1,8"
1736,Фонарь задний Файтер
6164,Клапан
311,R180 Шкив ремня вентилятора
5906,Двигатель вентилятора в сборе 4Е-350
4753,Балансир
4873,Болт 1 1/8&quot;-7 X 3 1/2&quot;
2514,Палец 30x158
641,Колпачки маслосъемные (комплект) YN38
2130,Переходное резьбовое соединение M20xM18
4152,Штифт
7017,Распылитель IDKT 120 C (120-05 C)
4903,Штуцер прямой под вилочное соединение F (T7 - 50 мм)
6997,Венец маховика BM58G 130
4824,Кольцо стопорное 100 мм внутр.
3499,Гайка 4032 M 8 A4-70
3553,"Вал карданный 8*8 шлицов, 1200 мм, сечение-квадрат, б/к для фрезы 180/220"
1290,Распылитель IDKT 120 (120-05)
3463,Коленвал (Коленчатый вал)  TY295
6619,Кольцо
6552,Плунжерная пара DLH1100
6402,Пластина
6439,Труба K-Flex ST 13х35 (2м)
806,Звено цепи
3537,Зажим
4094,Вкладыши упорные YCD4G22T-115
1346,Болт  M12X30 DIN 11014-12.9
2086,Подшипник
1382,R190 Коленвал (A=107 мм)
2639,Болт
3101,Шайба 8.0х25.0х2.5 КАМАЗ увеличенная 
1777,Шайба
6803,Чистик
3656,ЗИП расширенный для  трактора Уралец 220/ 224 с дизелем TY295IT (JD)
6842,Фильтр масляный JX0818 WEICHAI WD10 61000070005
6929,Шкив
1998,Заглушка гидрораспределителя М18
3514,Ремень KUHN
4723,Фильтр масляный JX0810B (М20х1.5)
4337,Гидравл. шланг 1/4'-4200 мм
5339,Венец маховика (Jinma-164)
2731,Фильтр топливный грубой очистки CX1235 (FF5327) (М16х1.5)
4840,Втулка
2732,Емкость 2000л
5249,Гайка М20
3872,Подшипник в корпусе
1707,Палец крепежный 21х103 с гайкой Плуг
3257,Накладка ЖСУ 703.01.05.009Б
7032,Помпа водяная - насос водяной в сборе  ZN490/ZN390 DongFeng 404
5299,Втулка подшипниковая д/к. от 4VC(S) до 4NE(S) (311112-07)
2425,Реле стартера JD234 (JK423)
6241,Вентиль быстросъемный QC-18L низк.
3638,Патрубки радиатора комплект YN38
939,Вал
565,Болт
5044,Полиуретановое универсальное крепление (60-220 мм)
3834,Соединение
5618,Сальник
5539,"Корпус распылителя, четверной"
6530,Уголок 45  D35мм 2-раструбный
1251,Шестерня (43/20 зубьев) 4-х ступенчатая коробка передач Jinma
4967,Защита намотки
647,Вал под пружины 6 витков пресс-подборщика YK0850/YK0870
5772,Балансир
3194,Замок капота Скаут
5689,SF Блок подрулевых переключателей SF-244C
4797,Зажим
530,Уплотнительное кольцо
5609,Шестерня полуоси Z=51
2596,Крышка KUHN
3544,Зажим
2885,Стекло лобовое кабинное DF-244 (Люкс)
2412,"Штуцер прямой для барашковой гайки (G 1"" - 20 мм)"
3763,Гайка с капроном самоконтр.
2912,Винт с полупотайной головкой
4934,Пружина
2597,Шестерня коническая ведущая/ведомая заднего моста Xingtai 224 (L=335 мм)
7057,Вал карданный KUHN
3557,"Клапан BP (BP-110,281,291 (вход))"
4659,Кольцо уплотнительное
6079,"Кольцо уплотнительное 82х2,65"
1600,В.п.п.г.вн.6г. M12x45 в.с. A2
4056,Ремень ZHAZG1 AV17*1120Li
3072,Клапан
3327,Уплотнительное кольцо
5165,Ремень
7037,"Винт M121, 10.9"
2648,Рычаг поворотный Jinma 184-254
3059,Р/К фланцевых колец гидрораспределителя Р-100
2045,Гидр. шланг 4SP SAE100R9R 1/2&quot;
4401,Форсунки 4RMAZG
1179,Шестигранная гайка DIN934 M16x2.00 нержавеющая сталь A2 Kramp
4059,Вилка включения повышенной/пониженной передачи Jinma 184-254
6347,"ТЭН подогрева картера ТСН 20 (40 Вт, д. 110-170мм)"
5091,Насос шестеренчатый НШ левый CBJ-F306 (плоский привод с площадкой под отвертку) УРАЛЕЦ
6327,Гидравл.шланг EN853-2SN-DN05
3781,Втулка 1&quot; 3/8-6
1907,Фильтр воздушный 2036
4308,Диск R12 Jinma (Садится на 5 болтов)
5533,Звено цепи картофелекопалки КК-540
4719,"Плунжерная пара KM  8,5 мм"
953,Муфта сцепления
3718,R180 Насос масляный
2038,Комплект поршневых колец на двигатель SD4BW45
3410,Палец
7031,Форсунка в сборе DLH1100
5354,Распылитель AD 120 (120-015)
2421,Комплект клапанов 4RMAZG
5836,"Кольцо уплотнительное 60х5,7"
2468,Регулировочный винт
2502,Кольцо уплотнительное
2146,Редуктор
795,Топливный фильтр
4449,Шатуны на двигатель YTO
5176,Пружина
1757,"Подшипник 6304, главного вала"
855,Фильтр воздушный
7157,Стекло дверное правое (верхнее) кабинное DF-244 (Люкс)
1160,Подшипник
2445,Гильза цилиндра ZN390 / ZN490
2079,Вставка KUHN
1145,Реле зарядки (3 провода)
68,Коробка передач Т18-Т25 в сборе
2715,Дуга (пластина) пресс-подборщика YK0850/YK0870
946,Комплект прокладок двигателя ZN390BT (без прокладки ГБЦ)
5340,Балка трубная передняя раздвижная колея Уралец/ Xingtai 180-220
4709,"Штуцер угловой с наружной резьбой (G 1 1/2"" - 30 мм)"
2819,Муфта (22х12)мм переход. 2-х растубная
2979,Коробка отбора мощности 4310-4202010-40 
3405,Ремень генератора SC11D/C6121 20A1965 C16BB-16BB010
4617,Колпачки маслосъемные (комплект) SC9D220 D04-105-30
6296,Шина
4330,Шестерня заднего хода Уралец/Синтай
4117,Клиновой ремень
1685,Комплект для переналадки
4332,Вал дифференциала
2426,Кольцо уплотнительное круглого сечения
1852,Прокладка ГБЦ WEICHAI WD10 612600040355
6122,Шатун в сборе КМ385BT
5269,Шланг гидравлический Lemken
3476,Звездочка привода цепи кормоуборочного комбайна
886,Кольцо
3273,R180 Коленвал
6961,Сальник 30х52х10
4412,Крышка КПП
7120,Фильтр воздушный круглый
7249,Втулка
4030,Отвал универсальный механический (Универсал 800)
1126,Болт
3630,Вилка включения 3 и 4 передач Jinma 184-254
4352,Винт
5287,Шестерня распределительного вала КМ385BT/LL380BT
2448,Коленчатый вал
1219,Рукав гидравлический
6730,Кронштейн
2393,Кожух
1019,Фильтр воздушный
208,Вкладыши упорные верхнее и нижнее полукольцо KM385BT(компл. 2 шт)
6071,Вилка
3543,Кран
5274,Топливные трубки (комплект) 4DW91-45
3969,Рукав гидравлический
6334,Трубка
2344,ТНВД на двигатель ZHAZG1
186,"Первичный вал L-380mm, Z-15/16 Xingtai 240/244"
3928,"Кольцо уплотнительное 40х3,1"
1100,Болт
2083,Крышка передняя торцевая
406,"Вкладыши шатунные TY295IT (JD295) - комплект на шатун (0,0)"
2548,Ремень клиновой JD multi
1737,Подшипник
2384,Болт
6438,Ремень клиновой Case
4254,Стекло заднее кабинное DF-244 (Люкс)
5630,Насос масляный WEICHAI WD10 AZ1500070021A
4607,Болт
6261,Клапан Sunflower
2364,"Ремень приводной B1400, косилки трактора Т15"
1000,"Корпус распылителя, четверной"
6094,Фильтр топливный Donaldson
3946,Вкладыши шатунные ZHAZG1
5835,Пружина Gaspardo
1197,Штанга YCD4G22T-115
2840,Прокладка ГБЦ Weichai Deutz TD226/WP6 13059912
2759,Кронштейн
5545,Отвал бульдозерный гидроповоротный (со сменными ножами) (Беларус 1523)
5861,Уголок 90* D 28мм 2-раструбный
4175,Чистик
6043,Фиксатор
284,Палец поршневой DLH195
4004,R180 Блок двигателя
1277,Топливопровод Высокого Давления 1го цилиндра	TY295IT (JD)
1677,Держатель
2652,"Фитинг корпуса распылителя (Tecomec) (8294016 3/4""-26)"
4271,Распылитель ST 110 (110-04)
1005,Шестерня коническая (22 зуба) пресс-подборщик YK0850/YK0870
5781,Прокладка крышки термостата TY290/295
1930,Подшипник
6009,Вальцовка FС-278L
6223,Цепь роликовая приводная сеялки
1889,Шланг напорный (13 мм)
6858,Шланг гидравлический 62 см угловой 22 мм
3583,Фланец
511,Форсунка в сборе J285 BT (Fengshou FS 180/ 184
3966,"Вкладыши шатунные TY290/TY295 - комплект на шатун (0,0)"
4804,Колпачки маслосъемные (комплект) YCD4G22T-115
6706,Подшипник 7205 (30205)
7152,"Штуцер прямой с наружной резьбой (G 1 1/2"" - 40 мм)"
5526,Винт M10x85 черн.
4428,"Ремень приводной B2330, SF-220"
5025,Ступица 5.00x15
4189,Вакуумный насос ВС-VP-114N(1 ступ. 42л/мин)
4586,Кронштейн
2216,Втулка
672,Пружина рычага нажимания Уралец/Xingtai
1049,Кольцо
339,"Прокладка для штуцеров с уплотнительными кольцами (G 1 1/4"")"
1519,Ремень
4786,Кольца поршневые DL190-12 (компл. 4 шт)
1169,Баллон MAPP газ 450гр
5973,Вкладыши упорные 4RMAZG
2775,Радиатор в сборе LW300F XGSX01-07 (YC6108)
4517,Прокладка O'ring для вилочного соединения (T3 EPDM)
6655,Радиатор в сборе YT4A4Z-24
4225,"Фитинг корпуса распылителя (Tecomec) (8294023 1/2""-13)"
5516,Первичный вал (3-х ступенчатая коробка передач) Jinma (L= 432мм)
2773,"Болт М14х1.5х55 вала карданного МАЗ,КАМАЗ-65115 в сборе (к.п. 10.9) азотированная сталь    "
5385,Болт
1943,ЗИП базовый для трактора Уралец 224
5259,SF138-2 Комплект прокладок двигателя
6120,Шпонка
1997,Крышка боковая левая под вторичный вал Т25 (2017)
6455,Воздушный фильтр oválný
5859,Набор уплотнений
6003,Кольцо уплотнительное круглого сечения
6605,Корпус выжимного подшипника Уралец/ Синтай (JD295)
3113,"Штуцер угловой для барашковой гайки (G 1 1/2"" - 40 мм)"
414,Гидрораспределитель 1Р40-K16 (Болгария) с плавающим режимом
3806,R180 Фильтр воздушный в сборе
2337,Термостат Weichai Deutz TD226/WP6 13020684
6183,Клин 18x11x70
6095,Коленвал SD4BW45
1972,Болт штуцерный масляной трубки М18 (гидрораспределителя) Уралец/Синтай
2540,Комплект уплотнений
5551,Пружинное кольцо 471 40x1.75
6644,"Вал карданный 6*6 шлицов, 730 мм, сечение-квадрат, б/к"
2026,XT504C Вал отбора мощности
646,Болт М12х40
6277,ZS1100-ZS1115 Крышка топливного бака + сетка (под выступающую горловину)
723,"Блок управления (микропроцессор)ЕТС-961 ""Elitech"" (1 датчик пластик)"
5018,Прокладка коллектора водяного насоса TY290/295
5985,Кольцо круглого сечения
5124,Кольцо
4907,Втулка
2742,Шпонка
767,Кольцо резинометаллическое М20
5616,Блок
1955,Тарелка пружины клапана верхняя TY295IT (JD)
4932,Гайка
3448,Втулка пластиковая Пресс-подборщик YK0850/0870
3174,Пластина 20x130 Lemken
4423,Сошник 18 для смен. након. л.
2992,"Гайка 1/4"""
4384,"Гайка 1/2"""
1800,Стартер
3944,Рычаг D40x121
1774,"Г-образные ключи шестигранные 15,0 мм"
1307,Кольцо
6463,Колпачок форсунки Uni-Cap зеленый цвет
3250,Гайка
2367,Стекло фронтальное правое кабинное DF-244/304/354/404 (Простое)
5615,Отвал коммунальный механический (Универсал 800)
5655,Хомут 40-60/9 W3
1076,Шатуны на двигатель 4RMAZG
2575,Пружина 718&quot;ODX 7.56&quot;
